くりゅう,軽自動車,スズキ・エブリィ　長さ339cm×幅147cm×高さ187cm, , たこ焼き　お好み焼き　焼きそば, 300円～720円,                                                                                    大阪府　大阪市　堺市 /                                                                                他応相談可                                    ,        https://konamonkuryu.wixsite.com/website        ,                                                                                    大阪府堺市南区                                                                            ,佐々木賢一
串焼き屋和串,軽自動車,日産クリッパー　湘南483 ひ11-29, 発電機, ネギ塩牛タン弁当、中落ちカルビ弁当、足柄牛の串焼き, 600円〜900円,                                                                                    東京、神奈川、千葉、静岡 /                                                                                他応相談可                                    ,                ,                                                                                    神奈川県小田原市                                                                            ,和田弘樹
キャベツ,軽自動車,ワーゲンタイプ長さ339cm 幅147cm 高さ189cm, 発電機, クレープ, 350円から600円,                                                                                    千葉県 /                                                                                他応相談可                                    ,                ,                                                                                    千葉県千葉市緑区                                                                            ,戸澤 太紀
KY餃子,軽自動車,"", 餃子焼器　フリーザ, 餃子, 200～600,                                                                                    埼玉県/埼玉県越谷市 /                                                                                他応相談可                                    ,        https://twitter.com/kyg2019        ,                                                                                    埼玉県越谷市                                                                            ,大久保　亮
京のkitchen,軽自動車,"", , 韓国チヂミ, 450~600,                                                                                    京都府/京都市/滋賀県/大阪府 /                                                                                他応相談可                                    ,                ,                                                                                    京都府京都市伏見区深草下川原町                                                                            ,杉本昌樹
la strada,軽自動車,クリッパーバン　長さ339cm幅147cm高さ186cm, ポータブル電源, スパイスカレー・タコライス・照り焼きチキン丼・ピタパンetc, 550〜850,                                                                                    東京／神奈川 /                                                                                他応相談可                                    ,                ,                                                                                    東京都小平市                                                                            ,9時〜20時
LA BALENA VOLANTE,普通車トラック,クイックデリバリー、幅約2ｍ×前長約6m（営業時）, 発電機、冷蔵庫、エスプレッソマシン、, 薪窯で焼くピッツァ、コーヒー、ドリンク、アルコール類, 300～1500,                                                                                    静岡県 /                                                                                他応相談可                                    ,        https://www.facebook.com/soratobukujira2016        ,                                                                                    静岡県焼津市                                                                            ,池谷 和記
La cotta,普通車トラック,マツダ　タイタン長さ470 高さ277　幅174, ピザ窯 / 発電機 / カウンター / テーブル / イス, PIZZA各種/ピザ/パスタ/コーヒー, 700円,                                                                                    東京都 / 千葉県 / 栃木県 / 越谷市 /                                                                                他応相談可                                    ,        http://www.la-cotta-ikoinoba.com/        ,                                                                                    千葉県我孫子市                                                                            ,9時～11時 / 14時～16時
ラジーズ,軽自動車,"", , 魯肉飯, 700円から800円,                                                                                    千葉県　東京都 /                                                                                他応相談可                                    ,        @koshari0510        ,                                                                                    千葉県千葉市                                                                            ,""
レ・フレーズ,普通車トラック,タウンエース, 発電機, いちごミルク、いちごシフォン、いちご大福、いちごサンド, 300円〜450円,                                                                                    愛知県 /                                                                                他応相談可                                    ,                ,                                                                                    愛知県田原市                                                                            ,9時〜20時
LALA,軽自動車,"", , チュロス, 300〜500円,                                                                                    東京　埼玉 /                                                                                他応相談可                                    ,                ,                                                                                    埼玉県川口市                                                                            ,谷口麗
Lani Grinds,軽自動車,スズキキャリィ, 発電機, ロコモコ、スパム、ハワイの家庭料理、角煮、日替ランチ、スイーツ, 250円〜800円,                                                                                    千葉県 /                                                                                他応相談可                                    ,                ,                                                                                    千葉県千葉市中央区                                                                            ,9時〜20時
LAPIS of Bali,その他,キャンピングカー(フォルクスワーゲンRealta), 発電機　ガスコンロ, カレー, 750〜1500,                                                                                    福岡県福岡市 /                                                                                他応相談可                                    ,        https://instagram.com/lapis_of_bali?r=nametag        ,                                                                                    福岡県福岡市中央区                                                                            ,9時〜22時
ラポムキッチン,普通車トラック,いすゞ　長さ505cm 幅205cm 高さ277cm, 発電機/電源ケーブル30m, とんてき丼、オムライス、ローストビーフ丼、てりやき丼、プルコギ丼、天ぷらうどん、やきそば、トルティーヤ、唐揚げ、ハンバーガー, 500～1000,                                                                                    千葉県 /                                                                                他応相談可                                    ,        https://twitter.com/lapomkitchen        ,                                                                                    千葉県茂原市                                                                            ,9時～20時
（株）ラ　ストラーダ,普通車,軽トラック　改造車, 発電機, カレー　ビーフシチュー, 600〜1000,                                                                                    山形　栃木　東京 /                                                                                他応相談可                                    ,        http://www.lastrada.co.jp        ,                                                                                    山形県天童市                                                                            ,志田　元輝
lauai_green_mystar,普通車トラック,日産アトラス(1.5t)　長5.5ｍ×幅1.8ｍ×高2.7ｍ, 発電機2台、オーニング、ガスオーブン、ガスグリドル、パニーニクッカー、冷蔵・冷凍庫、10inchスピーカ2本・PAsys.(680W)、ワイヤレスマイク2本, ガーリックシュリンプ、チキンのオーブン焼き、野菜たっぷりロールパニーニ、ホットスープ、ハワイアンサン、コナビール、ハワイアンブレンドコーヒー、ウインナーコーヒー、ホットミルクチョコレート、ハワイアンアクセサリー、ハワイアン雑貨," 400〜1,500円",                                                                                    東京都 /                                                                                他応相談可                                    ,                ,                                                                                    東京都文京区                                                                            ,村重嘉之
LaughMakerラフメイカー,大型車,長さ488.幅188高さ284, 発電機1600W  エスプレッソマシン, パスタ、コーヒー、ワイン、ドリンク類," 400円から1,000円",                                                                                    大阪、兵庫、京都 /                                                                                他応相談可                                    ,        https://sites.google.com/view/laugh-maker/eventinfo        ,                                                                                    大阪府大阪市福島区                                                                            ,六岡良太
LCMcafe,普通車トラック,日産バネット長さ482、幅193、高さ266, , クレープ, 300円〜600円,                                                                                    広島県岡山県山口県鳥取県島根県香川県 /                                                                                他応相談可                                    ,        lcmcafe.com        ,                                                                                    広島県福山市                                                                            ,9時から19時
Le Petit Trianon,軽自動車,高さ2.5, 発電機, クレープ, 450〜800,                                                                                    東京都 /                                                                                他応相談可                                    ,        https://le-petittrianon.com/        ,                                                                                    東京都大田区                                                                            ,浅原彩香
Le Repas,普通車トラック,タイタン1.5t/軽トラック, 発電機、テーブル, 焼きそば、広島焼き、たこ焼き、たい焼きパフェ、コットンキャンディー、かき氷、かき氷フラッペ、チキンロールサンド、ポテト各種、牛串、うどん、どんぶり、ちょっと大きな肉まん、具だくさの豚汁, 300円〜800円,                                                                                    愛知県 /                                                                                他応相談可                                    ,                ,                                                                                    愛知県刈谷市                                                                            ,望月　浩司
Legame,普通車トラック,マツダタイタン　長さ247㎝　幅180㎝　高さ272㎝, 発電機, 唐揚げ、焼き鳥、マリトッツォ, 450～650円,                                                                                    愛知県　三重県 /                                                                                他応相談可                                    ,                ,                                                                                    三重県鈴鹿市                                                                            ,内田裕之
Lemon Cafe,軽自動車,"", , クレープ、ソフトドリンク, 320〜500円,                                                                                    大阪府　大阪市　堺市　八尾市 /                                                                                他応相談可                                    ,                ,                                                                                    大阪府大阪市住之江区                                                                            ,北村　まゆみ
LEMONYADE,軽自動車,サンバークラシック, 発電機, レモネード、バナナスムージー、コーヒー、ホットドッグ、スイーツドッグ、キャラメルポップコーン、季節限定商品, 400〜600円,                                                                                    山梨県/静岡県 /                                                                                他応相談可                                    ,        https://instagram.com/lemonyade2021        ,                                                                                    山梨県富士吉田市                                                                            ,後藤悠華
LEONIDS,軽自動車,長さ339cm 幅147cm 高さ260cm, 発電機, ハンバーガー, 500,                                                                                    千葉県、東京都、茨城県、 /                                                                                他応相談可                                    ,        leonids_07        ,                                                                                    千葉県松戸市                                                                            ,阿部愛里
レッツゴー,普通車,クイックデリー　長さ464ｃｍ幅178ｃｍ高さ262ｃｍ, 発電機、パラソル、テーブル、チェア、BIGベアー, カレーパン、フライドポテト、アメリカンドッグ、アゲタコ、食パン、ジュース, 300円～1000円,                                                                                    熊本県 /                                                                                他応相談可                                    ,                ,                                                                                    熊本県菊池郡菊陽町                                                                            ,弓削勉
liberty,普通車トラック,クイックデリバリー長さ４.5 高さ３.2, 発電機、オーニング, ハンバーガー、オーバーライス、ロコモコ、ドリンク、生ビール、かき氷、ステーキドリンク、ビール, 300〜950円,                                                                                    茨城、千葉、栃木、埼玉 /                                                                                他応相談可                                    ,        https://liberty-hamburger.com/        ,                                                                                    茨城県石岡市                                                                            ,9時〜close
自由多幸寿-LIBRE-,普通車トラック,"日産アトラス　全長4900mm、全幅1,800mm、全長2,880mm", 発電機、冷凍庫、冷蔵庫、ガス鉄板、フードウォーマー, タコス5種(ジャークチキン、牛タン、カルニタス、カレーハラミ、スパイシーミンチ)　フルーツドリンク," 各種タコス400円(3個セット1,000円)　フルーツドリンク500円　フルーツドリンク(アルコール)600円",                                                                                    大阪府/兵庫県/京都府/和歌山県/奈良県/滋賀県 /                                                                                他応相談可                                    ,        https://www.instagram.com/libre_foodtruck/        ,                                                                                    大阪府大阪市中央区                                                                            ,終日対応可能
LIFE IS GOLDEN,普通車トラック,長さ　500cm　幅　180cm　高さ　280cm, , ホットドッグ　たこ焼き　ハンバーガー ケバブ, 500円～650円,                                                                                    埼玉県 /                                                                                他応相談可                                    ,        https://interstellarcoltd.wixsite.com/home        ,                                                                                    東京都あきる野市                                                                            ,9時～18時
Afro Kids,普通車トラック,いすゞエルフ　長さ486cm/高さ270cm, 発電機、オーニング, パステウ、苺削り、パステル、ビール、ソフトドリンク、サラダ、カキ氷, 150円〜,                                                                                    東京都/神奈川県/千葉県 /                                                                                他応相談可                                    ,                ,                                                                                    東京都大田区                                                                            ,伊藤さり
Lilmy kitchen,軽自動車,スズキキャリー　長さ340×幅150×高さ250, 発電機、給排水設備、たい焼き器、保温器, パイ生地たい焼き、イカ焼き, 300〜450円,                                                                                    大阪府内一円、神戸市、奈良市、奈良県内一円 /                                                                                他応相談可                                    ,        https://lilmy-kitchen.com/        ,                                                                                    大阪府摂津市別府                                                                            ,高杉小百合
L'incontro500(リンコントロチンクエチェント),普通車トラック,1tトラック/長さ412cm幅164cm高さ275cm, 発電機/オーニングテント, ピッツァ サイドメニューパスタ、生ハム、サラミ、ドリンクなど…, 500円 数量限定ピッツァのみ1000円,                                                                                    静岡県 /                                                                                他応相談可                                    ,                ,                                                                                    静岡県三島市                                                                            ,方波見 建彦
ライオンパーラー,軽自動車,スズキキャリイ 全長3.395m×全幅1.475m, 発電機（必要な場合のみ）, オートミールと豆乳のクレープ、ヴィーガンクレープ, 400〜650円,                                                                                    大阪府、京都府、兵庫県 /                                                                                他応相談可                                    ,        https://www.instagram.com/lionparlor_crepe/        ,                                                                                    大阪府大阪市住吉区                                                                            ,森島 咲希
ライオン亭,普通車トラック,２台(), , ジャークチキン、ガパオ、タコライス、フライドポテト, 550円〜800円,                                                                                    東京/横浜/神奈川/相模原/埼玉 /                                                                                他応相談可                                    ,                ,                                                                                    神奈川県横浜市                                                                            ,中川幸治
Little Kitchen Soleil,普通車,ニッサン　キャラバン長さ449　高さ228　幅168, 発電機/オーニング/鉄板 / ビールサーバー, 鉄板鶏飯 / ローストビーフ, 650円〜  貸切 平日3万円 土日祝5万円 応相談,                                                                                    東京 / 横浜 / 埼玉 / さいたま市 /                                                                                他応相談可                                    ,        https://twitter.com/kitchensoleil        ,                                                                                    東京都板橋区                                                                            ,14時〜20時(ランチ時間帯はご遠慮ください)
Jay's Moving デリ＆スイーツ　　リトル・リトル,軽自動車,ホンダ　バモス, ポータブル発電機, 小籠包・トルティーヤ・ワッフルボウルパフェ, 600〜1200,                                                                                    滋賀県全域 /                                                                                他応相談可                                    ,                ,                                                                                    滋賀県湖南市                                                                            ,斉藤えみこ
Little Tree Diner,軽自動車,スズキキャリー（全長339cm、幅147cm、高さ240cm), 発電機、テーブル, 米粉クレープ、コーヒー、タピオカ他ドリンク, 300円~700円,                                                                                    東京都/神奈川県/千葉県/埼玉県（一部地域をのぞく） /                                                                                他応相談可                                    ,                ,                                                                                    東京都府中市西府町                                                                            ,鈴木光子
Loco Kitchen,普通車トラック,タイタンダッシュ長さ480　高さ285　幅188, 発電機、オーニング、フライヤー、炊飯器、冷凍ストッカー, モチコチキン、ロコモコ、ガーリックシュリンプなど," ¥400〜¥1,000 貸切 平日6万円/土日10万円(他応相談)",                                                                                    東京、埼玉、千葉、横浜、藤沢、茅ヶ崎、神奈川、川崎、相模原、静岡 /                                                                                他応相談可                                    ,        https://www.facebook.com/loco.kitchen.bus/        ,                                                                                    神奈川県茅ヶ崎市                                                                            ,11:00-20:00（夕方以降の方が繋がりやすいです）
ハワイ食堂LeaLea,普通車,いすゞ　エルフUT  全長5.3m、車幅1.85m, 発電機、フライヤー、鉄板、電動かき氷機, ロコモコ、モチコチキン、カレー、ハンバーガー、フライドポテト、ガーリックシュリンプ、シェイブアイス（かき氷）、パンケーキなど, 400円〜1200円,                                                                                    静岡県全域、東京都 /                                                                                他応相談可                                    ,        https://lealea.crayonsite.com/        ,                                                                                    静岡県静岡市葵区                                                                            ,合沢　礼
Locos Paina,普通車トラック,ISUZU ELF, グリドル２台、フライヤー、ビールサーバー、発電機　コールドテーブル、冷凍ストッカー、ガス炊飯器3升炊き, ロコモコ、ガーリックシュリンプ、ステーキ、フリフリチキン、唐揚げなど　チーズクラムチャウダー、マンゴージュース、グァバジュース、生ビール　夏はシェイブアイス, 500-1000円,                                                                                    愛知／岐阜／三重 /                                                                                他応相談可                                    ,                ,                                                                                    愛知県豊田市永覚町                                                                            ,宮地邦守
LOST&FOUND,普通車トラック,トラック/タイタンダッシュ長さ480　高さ280　幅205, 発電機/コールドテーブル/ドラム缶, チキンオーバーライス/レモネード/ソーセージ/アルコール/ ソフトドリンク各種/他, 700円〜900円  貸切 平日5万円 土日祝10万円,                                                                                    東京/横浜 /                                                                                他応相談可                                    ,        https://www.instagram.com/lostandfoundmj/?hl=ja        ,                                                                                    東京都足立区                                                                            ,11時〜20時(ランチ時間帯はご遠慮ください)
Louis Cafe【ルイ・カフェ】,軽自動車,スズキキャリー　全幅1475mm 全長3395mm 全高2650mm, 発電機, しらす丼、ナンドッグ、ナンクレープ、わらび餅ドリンク、ジンジャードリンク, 350円〜650円,                                                                                    静岡県、愛知県（名古屋市以外） /                                                                                他応相談可                                    ,        https://www.instagram.com/louiscafe2020/        ,                                                                                    静岡県沼津市                                                                            ,長澤大生
L/R KITCHEN,普通車トラック,ニッサン　アトラス　長さ470㎝　幅180㎝　高さ280㎝, , キーマカレー　ソースかつ丼　唐揚げ　フライドポテト　ソフトドリンク, 700円,                                                                                    大阪府 /                                                                                他応相談可                                    ,                ,                                                                                    大阪府大阪市東成区                                                                            ,川東　英雄
L's KITCHEN,普通車,"", 発電機、プロパンガス, たこ焼き、そばめし、チキンオーバーライス、タコライス、ポークジンジャーライス, 500円〜,                                                                                    東京都 /                                                                                他応相談可                                    ,        https://www.ls-kitchen.net/        ,                                                                                    東京都八王子市                                                                            ,旭 俊昭
LUANA,軽自動車,"", , クッロフル、ドリンク, 270円〜,                                                                                    大阪府/大阪市/堺市/兵庫県 /                                                                                他応相談可                                    ,                ,                                                                                    大阪府羽曳野市                                                                            ,鴻村樹
Luana food truck service,大型車,アメリカンスクールバス　長さ635㎝　幅248㎝　高さ285㎝, 発電機, 丸ごとカニバーガー　和牛100%クラッシックバーガー　エビのフリッター, 600円〜,                                                                                    愛知県　岐阜県 /                                                                                他応相談可                                    ,        https://instagram.com/luana__kitchencar?utm_medium=copy_link        ,                                                                                    愛知県豊田市                                                                            ,9時〜17時　※月曜日以外
LuanAina,普通車トラック,日産　バネット, 発電機, ホットドッグ、タコライス、日替わりランチ、ロングポテト、ドリンク等, 500〜1000円程,                                                                                    神奈川県 /                                                                                他応相談可                                    ,                ,                                                                                    神奈川県大和市                                                                            ,大塚はる海
La Luce,軽自動車,"", , ベーグルサンドなど, 700〜1500,                                                                                    埼玉県 /                                                                                他応相談可                                    ,        https://italian-luce.jp        ,                                                                                    埼玉県三郷市                                                                            ,井上
LACKLAUGH,普通車トラック,"", , ジーパイ、レモネード、ピタパン, 400円〜700円,                                                                                    奈良県/大阪府 /                                                                                他応相談可                                    ,                ,                                                                                    奈良県橿原市                                                                            ,9時〜20時
Luck! Track! Truck!,普通車トラック,"", , ルーローファン、ダージーパイ、ガパオライス、バターチキンカレー、ティラミス, 500～800,                                                                                    宮城県 /                                                                                他応相談可                                    ,                ,                                                                                    宮城県仙台市青葉区                                                                            ,上田
LUCKY PORK'S CAR,軽自動車,長さ3.7M　高さ2.6M, , 焼豚丼, 700円～800円,                                                                                    埼玉県 /                                                                                他応相談可                                    ,                ,                                                                                    埼玉県さいたま市浦和区                                                                            ,河野英司
LUCKY TRUCK,軽自動車,スズキエヴリィ, 発電機, ホットサンド, 350～1000円,                                                                                    東京都 /                                                                                他応相談可                                    ,        https://www.instagram.com/lucky_truck_777        ,                                                                                    東京都足立区                                                                            ,1000～1900
LumpiA （ルピア）,軽自動車,長さ340cm 高さ230cm 幅250cm, カセットコンロ　, スイーツ春巻き, 250〜550円,                                                                                    京都府　京都市 /                                                                                他応相談可                                    ,        @lumpia.foodtruck （Instagram）        ,                                                                                    京都府宇治市伊勢田町                                                                            ,森岡泉
ルーナカフェ2020,普通車トラック,クイックデリバリー, 発電機、オーニング, パニーニ、ホットサンド、ドリンク, 400〜600,                                                                                    愛知県/岐阜県/三重県 /                                                                                他応相談可                                    ,                ,                                                                                    愛知県東海市大田町                                                                            ,弓削英二
LUNA BURGER,普通車,マツダタイタン, , ヴィーガンハンバーガー, 650円〜900円　,                                                                                    東京都内 /                                                                                他応相談可                                    ,                ,                                                                                    東京都新宿区上落合                                                                            ,黒木亮
lunch stand tipi( ランチスタンドティピ ),普通車トラック,マツダタイタンダッシュ長さ 480cm　高さ 278cm　幅 188cm, 生ビールサーバー、発電機、屋根, タコライス/チリビーンズライス/チポトレ, 650円,                                                                                    東京都全域 / 千葉県全域 / 横浜 / 茅ヶ崎 /                                                                                他応相談可                                    ,        https://www.lunchstand-tipi.jp/        ,                                                                                    東京都千代田区                                                                            ,終日可
Luxage,普通車トラック,長480㎝×幅193㎝×高283㎝, 発電機、カウンター、その他応相談, チキンフリカッセ、オムライス、彩りサラダ、フレンチデリカテッセン、ビストロ料理各種、お家バル、会議室居酒屋、ケータリング、ホームパーティ、飲み会, 300円～,                                                                                    東京都/神奈川県/千葉県/埼玉県（中核4市除く） /                                                                                他応相談可                                    ,        https://www.instagram.com/luxage1101/?hl=ja        ,                                                                                    東京都世田谷区                                                                            ,10時～24時
Mabu's Kitchen,軽自動車,スズキキャリー　高さ250cm  幅147cm　長さ339cm, , タコライス、ホットドッグ、ポテトフライ, 300~700円,                                                                                    東京都 /                                                                                他応相談可                                    ,        設計中        ,                                                                                    埼玉県志木市柏町6-29-46                                                                            ,大久保学
maco'sキッチン,軽自動車,スバルサンバー全長3405高さ2455幅1475, カウンター, クレープ, 300〜500,                                                                                    福島県 /                                                                                他応相談可                                    ,        https://instagram.com/maco.s.k?igshid=to8pbp7cwmb7        ,                                                                                    福島県南会津郡南会津町田島字北下原甲                                                                            ,おおたけ　まこ
マクラメカフェ,普通車トラック,マツダ タイタン, 発電機 ガス, ホットドッグ, 500〜750円,                                                                                    愛知、岐阜県、岐阜市 /                                                                                他応相談可                                    ,        https://www.instagram.com/macramecafe/?hl=ja        ,                                                                                    愛知県犬山市                                                                            ,９時〜17時
MAG CAT CAFE,軽自動車,スズキ キャリー(軽トラックタイプ)&スバル サンバー(ワーゲンバス風), 発電機、クレープ焼機、ピザ窯など, クレープ、コーヒー等のカフェドリンク、ワッフル、ピザ、コットンキャンディー、トルティーヤ、キャラメルポップコーンなど, クレープ400～500円、ドリンク300～400円,                                                                                    兵庫県/大阪府/その他関西、近隣地域要相談 /                                                                                他応相談可                                    ,        https://www.instagram.com/mag_cat_cafe        ,                                                                                    兵庫県尼崎市                                                                            ,大木 真悠子
ＹＭ商会,軽自動車,スズキエブリィ 339×147×187, , バナナジュース【まがりDEバナナFC店】, 500円~700円,                                                                                    栃木県 /                                                                                他応相談可                                    ,                ,                                                                                    栃木県下都賀郡壬生町                                                                            ,神山
MAGNI'S COFFEE TRUCK,普通車,ワーゲンバス 高さ2.3m、長さ4.3m、幅1.8m, 発電機, コーヒー、カフェラテ、ドリンク、ドイツ風バゲットドッグ, 400円〜700円,                                                                                    愛知県 / 岐阜県 / 三重県 / 福井県 / 山梨県 / 京都市 /                                                                                他応相談可                                    ,        http://magnis.jp        ,                                                                                    愛知県清須市                                                                            ,藤澤圭一
まごころkitchenととちゃん,軽自動車,高さ260 幅180×360, , チキン南蛮弁当、塩サバ弁当、鳥焼き弁当、唐揚げ弁当, 600円〜700円,                                                                                    東京都、さいたま市 /                                                                                他応相談可                                    ,                ,                                                                                    埼玉県さいたま市北区日進町                                                                            ,中村仁美
mahalo家,その他,トレーラー　4.3m(取り付け軸含む), 発電機、カウンター音響機材など, ドリンク、まるごとパイナップルジュースなど, 400円〜900円,                                                                                    愛知県 /                                                                                他応相談可                                    ,                ,                                                                                    愛知県西尾市吉良町吉田                                                                            ,鈴木由江
mahana,軽自動車,スズキキャリィ長さ339幅146高さ250, リチウムイオンバッテリー、オーニング, メインが選べる1/2日分の野菜と生姜ご飯のお弁当, 750円〜850円,                                                                                    東京都／さいたま市 /                                                                                他応相談可                                    ,                ,                                                                                    東京都板橋区                                                                            ,中野小百合
魔法堂,軽自動車,"", , クレープ、タピオカ、ドリンク、ユニコーンカステラ, 200〜600円,                                                                                    東京都、埼玉県、茨城県、栃木県、群馬県、松戸市、横浜市 /                                                                                他応相談可                                    ,                ,                                                                                    埼玉県川口市                                                                            ,岡田英恵
makana pizza,普通車トラック,タイタン 長さ489cm 幅181cm 高さ272cm, , ナポリピッツァ, 1200円,                                                                                    富山県 /                                                                                他応相談可                                    ,        https://instagram.com/makana_pizza?utm_medium=copy_link        ,                                                                                    富山県射水市小島                                                                            ,阿部
